58,三千院,35.1188888,135.8341666,京都府京都市
59,大江山,35.4561111,135.1288888,京都府福知山市
60,箕面川渓谷,34.8505555,135.475,大阪府箕面市
61,犬鳴山渓谷,34.3408333,135.3802777,大阪府泉佐野市
62,音水渓谷,35.2477777,134.5255555,兵庫県宍粟市
63,羅漢渓谷,34.8827777,134.4436111,兵庫県相生市
64,高源寺,35.2452777,134.9725,兵庫県丹波市
65,長岳寺,34.5608333,135.8519444,奈良県天理市
66,談山神社,34.4661111,135.8616666,奈良県桜井市
67,護摩壇山高野龍神スカイライン,34.0572222,135.5652777,和歌山県田辺市
68,百間山渓谷,33.7144444,135.6191666,和歌山県田辺市
69,船上山,35.4333333,133.595,鳥取県琴浦町
70,三国山,35.3302777,134.0591666,鳥取県鳥取市
71,双川峡,34.6972222,132.0583333,島根県益田市
72,女亀山,34.9480555,132.7202777,島根県飯南町、広島県三次市
73,宇甘渓,34.8483333,133.8336111,岡山県吉備中央町
74,天神峡,34.6441666,133.4241666,岡山県井原市
75,深山渓,34.6130555,132.3069444,広島県安芸太田町
76,三室山公園,34.5836111,133.2230555,広島県府中市
77,寂地峡,34.4355555,132.0516666,山口県岩国市
78,長野山緑地公園,34.2747222,131.8786111,山口県岩国市、周南市
79,高の瀬峡,33.7883333,134.0783333,徳島県那賀町
80,紅葉川渓谷,33.8077777,134.4375,徳島県那賀町
81,大川ダム,34.2361111,134.2483333,香川県さぬき市
82,五郷山公園,34.0675,133.6894444,香川県観音寺市
83,白滝公園,33.5822222,132.5305555,愛媛県大洲市
84,小田深山渓谷,33.5297222,132.8933333,愛媛県内子町
85,別府峡,33.7752777,134.0244444,高知県香美市
86,大北川渓谷,33.8169444,133.4405555,高知県大川村
87,内ヶ磯渓谷,33.7555555,130.7786111,福岡県直方市
88,深倉峡,33.4625,130.8836111,福岡県添田町
89,有田公園,33.1888888,129.8994444,佐賀県有田町
90,十可苑,33.3288888,130.2686111,佐賀県佐賀市
91,仁田峠,32.7508333,130.2833333,長崎県雲仙市
92,ミルマツナ,33.1738888,130.2725,佐賀県佐賀市
93,吉無田高原,32.7775,130.9280555,熊本県御船町
94,蘇陽峡,32.7197222,131.1791666,熊本県山都町
95,九酔渓,33.1747222,131.2233333,大分県九重町
96,藤河内渓谷,32.7905555,131.5525,大分県佐伯市
97,クルソン峡,32.0763888,130.9208333,宮崎県えびの市
98,五ヶ瀬渓谷,32.6177777,131.1619444,宮崎県五ヶ瀬町
99,宮人曽木の滝公園,32.0111111,130.5769444,鹿児島県伊佐市
100,霧島連山の紅葉,31.9252777,130.8377777,鹿児島県霧島市
