No,名称,北緯,東経,所在地,Link
25,長瀞,36.0986111,139.1141666,埼玉県長瀞町,https://www.nagatoro.gr.jp/
26,養老渓谷,35.2244444,140.1788888,千葉県大多喜町,http://www.youroukeikoku.com/
27,平和公園,35.5927777,140.2022222,千葉県千葉市,https://www.seibu-la.co.jp/chibaheiwapark/
28,高尾山,35.6252777,139.2436111,東京都八王子市,https://www.takaotozan.co.jp/
29,多摩湖,35.7633333,139.4216666,東京都東大和市,"https://www.city.higashiyamato.lg.jp/index.cfm/34,12598,360,620,html"
30,箱根,35.2127777,139.01,神奈川県箱根町,https://www.hakone.or.jp/
31,中川温泉,35.4433333,139.0513888,神奈川県山北町,https://koyo.walkerplus.com/detail/ar0314e373277/
32,清津峡,36.9736111,138.7494444,新潟県十日町市,https://koyo.walkerplus.com/detail/ar0415e12851/
33,阿賀野川ライン,37.7038888,139.3794444,新潟県阿賀町,https://www.aga-info.jp/%E8%A6%B3%E5%85%89%E3%82%B9%E3%83%9D%E3%83%83%E3%83%88%E3%82%AC%E3%82%A4%E3%83%89/%E2%91%A0%E9%98%BF%E8%B3%80%E9%87%8E%E5%B7%9D%E3%83%A9%E3%82%A4%E3%83%B3%E8%88%9F%E4%B8%8B%E3%82%8A/
34,笹ヶ峰,36.8611111,138.0888888,新潟県妙高市,https://www.city.myoko.niigata.jp/docs/971.html
35,有峰湖,36.4908333,137.4558333,富山県富山市,http://www.tateyama-sanroku.jp/arimine.html
36,神通峡,36.5311111,137.2325,富山県富山市,https://www.toyamashi-kankoukyoukai.jp/?tid=100139
37,白山スーパー林道,36.2547222,136.7994444,石川県白山市,https://hs-whiteroad.jp/
38,那谷寺,36.3119444,136.4216666,石川県小松市,http://www.natadera.com/
39,西福寺,35.6566666,136.0319444,福井県敦賀市,http://www.saifukuji.jp/
40,万徳寺,35.4691666,135.7847222,福井県小浜市,https://www1.city.obama.fukui.jp/category/page.asp?Page=99
41,四尾連湖畔,35.5294444,138.5172222,山梨県市川三郷町,http://www.town.ichikawamisato.yamanashi.jp/50sightsee/50guide/shibireko.html
42,紅葉台展望台,35.4838888,138.6791666,山梨県富士河口湖町、鳴沢村,https://www.narusawa-kanko.jp/koyodai.html
43,昇仙峡,35.7402777,138.5652777,山梨県甲府市,https://www.shosenkyo-kankoukyokai.com/
44,麦草峠,36.0588888,138.3461111,長野県茅野市、佐久穂町,https://tateshina.ne.jp/spot/guide_8.html
45,戸隠高原,36.7536111,138.0783333,長野県長野市,https://togakushi-21.jp/
46,阿寺渓谷,35.6825,137.6061111,長野県大桑村,http://www.vill.ookuwa.nagano.jp/kankou/picture/picture_atera.html
47,大矢田もみじ谷,35.5555555,136.8683333,岐阜県美濃市,https://www.kankou-gifu.jp/spot/1191/
48,蘇水峡,35.4647222,137.1641666,岐阜県八百津町,https://kankou.yaotsu.jp/2015/11/10/%E8%98%87%E6%B0%B4%E5%B3%A1
49,滑沢渓谷,34.8469444,138.9155555,静岡県伊豆市,http://kanko.city.izu.shizuoka.jp/form1.html?pid=2511
50,接岨峡,35.1927777,138.1897222,静岡県静岡市,https://kawanehon-eco.com/area_category/sessokyo/
51,大入渓谷,35.0988888,137.7644444,愛知県東栄町,https://www.higashimikawa.jp/spot/detail.php?id=441
52,飯盛山,35.1325,137.3161111,愛知県豊田市,https://www.tourismtoyota.jp/spots/detail/1471/
53,香落谷,34.5783333,136.1161111,三重県名張市,https://www.kankomie.or.jp/spot/detail_1688.html
54,香肌峡,34.3961111,136.22,三重県松阪市,https://www.kankomie.or.jp/spot/detail_1663.html
55,生杉ブナ原生林,35.3536111,135.7813888,滋賀県高島市,https://takashima-kanko.jp/spot/2018/06/post_165.html
56,百済寺,35.1269444,136.2913888,滋賀県東近江市,http://www.hyakusaiji.jp/
57,神護寺～高山寺,35.055,135.6708333,京都府京都市,https://kosanji.com/
58,三千院,35.1188888,135.8341666,京都府京都市,http://www.sanzenin.or.jp/
59,大江山,35.4561111,135.1288888,京都府福知山市,https://dokkoise.com/ooe/
60,箕面川渓谷,34.8505555,135.475,大阪府箕面市,https://livejapan.com/ja/in-kansai/in-pref-osaka/in-osaka-suburbs/spot-lj0009785/
61,犬鳴山渓谷,34.3408333,135.3802777,大阪府泉佐野市,http://www.kankou-izumisano.jp/iyashi/1533174474645.html
62,音水渓谷,35.2477777,134.5255555,兵庫県宍粟市,https://koyo.walkerplus.com/detail/ar0728e154682/
63,羅漢渓谷,34.8827777,134.4436111,兵庫県相生市,https://www.nishiharima.jp/spot/576
64,高源寺,35.2452777,134.9725,兵庫県丹波市,http://www.kougenji-tanba.or.jp/
65,長岳寺,34.5608333,135.8519444,奈良県天理市,https://www.chogakuji.or.jp/
66,談山神社,34.4661111,135.8616666,奈良県桜井市,http://www.tanzan.or.jp/
67,護摩壇山高野龍神スカイライン,34.0572222,135.5652777,和歌山県田辺市,http://www.ryujin-kanko.jp/livecamera/livecamera.html
68,百間山渓谷,33.7144444,135.6191666,和歌山県田辺市,https://www.oto-tourism.jp/view2.html
69,船上山,35.4333333,133.595,鳥取県琴浦町,https://www.kotoura-kankou.com/nature/senjosan/
70,三国山,35.3302777,134.0591666,鳥取県鳥取市,https://www.yamakei-online.com/yamanavi/yama.php?yama_id=18346
71,双川峡,34.6972222,132.0583333,島根県益田市,https://www.kankou-shimane.com/destination/20509
72,女亀山,34.9480555,132.7202777,島根県飯南町、広島県三次市,https://www.yamakei-online.com/yamanavi/yama.php?yama_id=18325
73,宇甘渓,34.8483333,133.8336111,岡山県吉備中央町,https://www.okayama-kanko.jp/spot/11915
74,天神峡,34.6441666,133.4241666,岡山県井原市,https://www.ibarakankou.jp/sightseeing-information/nature/DJ005.html
75,深山渓,34.6130555,132.3069444,広島県安芸太田町,http://www.akioota-navi.jp/html/kankou_spot_miyamakyo.html
76,三室山公園,34.5836111,133.2230555,広島県府中市,https://fuchu-kanko.jp/recommended/recommended-927/
77,寂地峡,34.4355555,132.0516666,山口県岩国市,http://kankou.iwakuni-city.net/jakuchikyo-2.html
78,長野山緑地公園,34.2747222,131.8786111,山口県岩国市、周南市,https://www.oidemase.or.jp/tourism-information/spots/12878
79,高の瀬峡,33.7883333,134.0783333,徳島県那賀町,https://www.awanavi.jp/spot/20587.html
80,紅葉川渓谷,33.8077777,134.4375,徳島県那賀町,https://www.town.tokushima-naka.lg.jp/gyosei/docs/3620.html
81,大川ダム,34.2361111,134.2483333,香川県さぬき市,https://www.pref.kagawa.lg.jp/kasensabo/dam/kagawa_dam/tousan/04okawa.html
82,五郷山公園,34.0675,133.6894444,香川県観音寺市,https://www.city.kanonji.kagawa.jp/soshiki/23/1445.html
83,白滝公園,33.5822222,132.5305555,愛媛県大洲市,https://www.city.ozu.ehime.jp/soshiki/toshiseibi/1238.html
84,小田深山渓谷,33.5297222,132.8933333,愛媛県内子町,https://www.we-love-uchiko.jp/spot_suburbs/spot_k6/
85,別府峡,33.7752777,134.0244444,高知県香美市,https://www.attaka.or.jp/kanko/dtl.php?ID=759
86,大北川渓谷,33.8169444,133.4405555,高知県大川村,https://www.attaka.or.jp/kanko/dtl.php?ID=1762
87,内ヶ磯渓谷,33.7555555,130.7786111,福岡県直方市,https://gurutabi.gnavi.co.jp/i/i_136155/
88,深倉峡,33.4625,130.8836111,福岡県添田町,https://koyo.walkerplus.com/detail/ar1040e12903/
89,有田公園,33.1888888,129.8994444,佐賀県有田町,https://www.arita.jp/spot/post_22.html
90,十可苑,33.3288888,130.2686111,佐賀県佐賀市,https://www.asobo-saga.jp/search/detail.html?id=79
91,仁田峠,32.7508333,130.2833333,長崎県雲仙市,https://www.nagasaki-tabinet.com/guide/528
92,ミルマツナ,33.1738888,130.2725,佐賀県佐賀市,https://www.asobo-saga.jp/search/detail.html?id=125
93,吉無田高原,32.7775,130.9280555,熊本県御船町,https://www.mifune-kankou.jp/yoshimuta_top/
94,蘇陽峡,32.7197222,131.1791666,熊本県山都町,https://koyo.walkerplus.com/detail/ar1043e12813/
95,九酔渓,33.1747222,131.2233333,大分県九重町,https://www.visit-oita.jp/spots/detail/4738
96,藤河内渓谷,32.7905555,131.5525,大分県佐伯市,http://saiki-kankou.com/ume/2018/07/1411
97,クルソン峡,32.0763888,130.9208333,宮崎県えびの市,https://www.city.ebino.lg.jp/sightseeing/index.html
98,五ヶ瀬渓谷,32.6177777,131.1619444,宮崎県五ヶ瀬町,https://gokase-kanko.jp/
99,宮人曽木の滝公園,32.0111111,130.5769444,鹿児島県伊佐市,https://soginotaki.kagoshima.jp/
100,霧島連山の紅葉,31.9252777,130.8377777,鹿児島県霧島市,https://koyo.walkerplus.com/detail/ar1046e13178/
